用户id,语音通话整体满意度,网络覆盖与信号强度,语音通话清晰度,语音通话稳定性,是否遇到过网络问题,居民小区,办公室,高校,商业街,地铁,农村,高铁,手机没有信号,有信号无法拨通,通话过程中突然中断,通话中有杂音、听不清、断断续续,串线,通话过程中一方听不见,脱网次数,mos质差次数,未接通掉话次数,4\5G用户,是否关怀用户,套外流量（MB）,是否4G网络客户（本地剔除物联网）,套外流量费（元）,外省语音占比,语音通话-时长（分钟）,省际漫游-时长（分钟）,终端品牌,终端品牌类型,当月ARPU,当月MOU,前3月ARPU,前3月MOU,外省流量占比,GPRS总流量（KB）,GPRS-国内漫游-流量（KB）,是否5G网络客户,客户星级标识,是否投诉,其他,医院,地下,山区,电梯,道路,其他.1
2634,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,14.0,1.0,5G,,0.0,是,0.0,0.0,233.0,0.0,苹果,A2629,35.08,233.0,0.0,223.0,0.0,20949230.0,0.0,是,三星,0.0,-1,-1,-1,-1,-1,-1,-1
2635,9.0,9.0,9.0,9.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,16.0,1.0,0.0,5G,,0.0,是,0.0,0.0,484.0,0.0,苹果,A2404,111.0,484.0,0.0,572.0,0.0,34491433.0,0.0,是,银卡,0.0,-1,-1,-1,-1,-1,-1,-1
2636,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.0,4.0,2.0,4G,,442.07,是,104.06,0.0,822.0,0.0,联通,VP001,194.56,822.0,0.0,445.0,0.0,53323721.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
2637,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.0,6.0,19.0,5G,,0.0,是,0.0,0.0,733.0,0.0,联通,VP002,176.0,733.0,0.0,252.0,0.0,31210737.0,0.0,是,银卡,0.0,-1,-1,-1,-1,-1,-1,-1
2638,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,4G,,0.0,是,0.0,0.0,120.0,0.0,华为,TAS-AN00,33.0,120.0,0.0,163.0,0.0,1100.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
2639,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.0,10.0,0.0,4G,,0.0,是,0.0,0.0,234.0,0.0,苹果,iPhone 6S A1700,112.2,234.0,0.0,203.0,0.0,23908207.0,0.0,否,银卡,0.0,-1,-1,-1,-1,-1,-1,-1
2640,8.0,7.0,8.0,8.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,16.0,6.0,3.0,4G,,0.0,是,0.0,0.0,1167.0,0.0,苹果,A2220,238.1,1167.0,39.0,1174.0,0.0,14341400.0,0.0,否,金卡,0.0,-1,-1,-1,-1,-1,-1,-1
2641,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,2.0,0.0,4G,,0.0,是,0.0,0.0,81.0,0.0,苹果,iPhone 6 Plus A1524,60.0,81.0,0.0,133.0,0.0,1878518.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
2642,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,5G,,0.0,是,0.0,0.0,182.0,0.0,华为,ELS-AN00,25.75,182.0,0.0,216.0,0.0,9752966.0,0.0,是,三星,0.0,-1,-1,-1,-1,-1,-1,-1
2643,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,2.0,0.0,4G,,0.0,是,0.0,0.0,288.0,0.0,华为,SEA-AL10,34.0,288.0,0.0,273.0,0.0,1349220.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
2644,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,5G,,0.0,是,0.0,0.0,11.0,0.0,realme,RMX3461,191.0,11.0,0.0,1539.0,0.0,110404777.0,0.0,是,银卡,0.0,-1,-1,-1,-1,-1,-1,-1
2645,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,2.0,0.0,4G,,0.0,是,0.0,0.0,279.0,0.0,华为,VOG-AL10,58.0,279.0,0.0,230.0,0.0,4291438.0,0.0,否,三星,1.0,-1,-1,-1,-1,-1,-1,-1
2646,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.0,0.0,0.0,4G,,0.0,是,0.0,0.0,66.0,0.0,苹果,iPhone 8 Plus A1864,135.0,66.0,0.0,94.0,0.0,24941324.0,0.0,否,银卡,0.0,-1,-1,-1,-1,-1,-1,-1
2647,9.0,9.0,9.0,8.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,2.0,0.0,5G,,0.0,是,0.0,0.0,339.0,0.0,华为,ELS-AN00,160.0,339.0,0.0,298.0,0.0,45548043.0,0.0,是,银卡,0.0,-1,-1,-1,-1,-1,-1,-1
2648,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,4G,,0.0,是,0.0,0.0,140.0,0.0,苹果,iPhone 8 Plus A1864,30.0,140.0,0.0,161.0,0.0,3793402.0,0.0,否,二星,0.0,-1,-1,-1,-1,-1,-1,-1
2649,10.0,10.0,10.0,10.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,0.0,10.0,0.0,4G,,0.0,是,0.0,0.0,414.0,0.0,苹果,iPhone 6S Plus A1687,111.1,414.0,0.0,155.0,0.0,486262.0,0.0,否,银卡,0.0,-1,-1,-1,-1,-1,-1,-1
2650,9.0,9.0,9.0,9.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.0,2.0,0.0,4G,,0.0,是,0.0,0.0,330.0,0.0,苹果,A2104,80.0,330.0,0.0,366.0,0.0,11432467.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
2651,9.0,9.0,9.0,9.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.0,5.0,0.0,5G,,0.0,是,0.0,0.0,352.0,0.0,苹果,A2634,40.0,352.0,0.0,282.0,0.0,24428078.0,0.0,是,三星,0.0,-1,-1,-1,-1,-1,-1,-1
2652,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.0,6.0,0.0,4G,,0.0,是,0.0,0.0,1457.0,0.0,华为,VOG-AL00,339.4,1457.0,37.89,568.0,0.0,25349351.0,0.0,否,银卡,0.0,-1,-1,-1,-1,-1,-1,-1
2653,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,4.0,1.0,4G,,2961.54,是,84.0,0.0,244.0,0.0,华为,MED-AL00,179.27,244.0,0.0,326.0,0.0,38455103.0,0.0,否,二星,0.0,-1,-1,-1,-1,-1,-1,1
2654,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.0,4.0,1.0,4G,,0.0,是,0.0,0.0,637.0,0.0,华为,VOG-AL00,56.1,637.0,0.0,356.0,0.0,8292034.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
2655,8.0,5.0,7.0,7.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,4G,,0.0,是,0.0,0.0,135.0,0.0,华为,LYA-AL00,89.0,135.0,0.0,234.0,0.0,1532632.0,0.0,否,未评级,0.0,-1,-1,-1,-1,-1,-1,-1
2656,10.0,10.0,10.0,10.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,0.0,8.0,4.0,5G,,0.0,是,0.0,0.0,2671.0,0.0,华为,OCE-AN50,165.0,2671.0,39.0,2779.0,0.0,24154491.0,0.0,是,银卡,0.0,-1,-1,-1,-1,-1,-1,-1
2657,9.0,9.0,9.0,9.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,4G,,0.0,是,0.0,0.0,225.0,0.0,苹果,iPhone 6S PLUS A1699,0.0,225.0,0.0,253.0,0.0,5158397.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
2658,10.0,9.0,9.0,9.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,5G,,0.0,是,0.0,0.0,254.0,0.0,华为,NTN-AN20,0.96,254.0,0.0,280.0,0.0,10558826.0,0.0,是,二星,0.0,-1,-1,-1,-1,-1,-1,-1
2659,4.0,4.0,4.0,4.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,183.0,4.0,0.0,4G,,0.0,是,0.0,0.0,58.0,0.0,苹果,iPhone 7Plus A1661,130.0,58.0,0.0,222.0,0.0,2093730.0,0.0,否,银卡,0.0,-1,-1,-1,-1,-1,-1,-1
2660,7.0,5.0,8.0,5.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,21.0,0.0,0.0,4G,,0.0,是,15.0,0.0,659.0,0.0,小米科技,M1902F1A,201.3,659.0,0.0,934.0,0.0,55876093.0,0.0,否,银卡,0.0,-1,-1,-1,-1,-1,1,1
2661,10.0,9.0,9.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,4.0,0.0,4G,,0.0,是,0.0,0.0,54.0,0.0,小米科技,MCE16,56.0,54.0,0.0,161.0,0.0,517245.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
2662,10.0,10.0,10.0,10.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,4G,,0.0,是,0.0,0.0,241.0,0.0,苹果,A2104,39.0,241.0,0.0,292.0,0.0,6559653.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
2663,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,6.0,0.0,4G,,0.0,是,0.0,0.0,228.0,0.0,苹果,iPhone X A1865,21.0,228.0,0.0,378.0,0.0,18310575.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
2664,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,22.0,0.0,4G,,0.0,是,0.0,0.0,768.0,0.0,三星,SM-G9600/DS,45.0,768.0,0.0,881.0,0.0,6650709.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
2665,5.0,4.0,4.0,7.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,81.0,4.0,1.0,5G,,0.0,是,0.0,0.0,131.0,0.0,苹果,A2400,46.0,131.0,0.0,177.0,0.0,6504425.0,0.0,是,三星,0.0,-1,-1,-1,-1,-1,-1,-1
2666,6.0,8.0,6.0,8.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,17.0,0.0,0.0,4G,,0.0,是,0.0,0.0,269.0,0.0,华为,CDY-AN90,108.3,269.0,0.0,331.0,0.0,1726859.0,0.0,否,银卡,0.0,-1,-1,-1,-1,-1,-1,-1
2667,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,5G,,0.0,是,0.0,0.0,223.0,0.0,华为,LIO-AN00,89.5,223.0,0.0,249.0,0.0,8941691.0,0.0,是,三星,0.0,-1,-1,-1,-1,-1,-1,-1
2668,10.0,8.0,10.0,10.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.0,10.0,0.0,5G,,0.0,是,0.0,0.0,197.0,0.0,苹果,A2639,20.0,197.0,0.0,309.0,0.0,21722332.0,0.0,是,三星,0.0,-1,-1,-1,-1,-1,-1,-1
2669,7.0,7.0,7.0,3.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,16.0,0.0,0.0,4G,,0.0,是,0.0,0.0,645.0,0.0,华为,EML-AL00,198.0,645.0,0.0,760.0,0.0,28817117.0,0.0,否,银卡,0.0,-1,-1,-1,-1,-1,-1,-1
2670,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,4G,,0.0,是,0.0,0.0,82.0,0.0,苹果,iPhone 8 A1863,15.0,82.0,0.0,192.0,0.0,4243097.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
2671,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,6.0,0.0,4G,,0.0,是,0.0,0.0,373.0,0.0,华为,ELE-AL00,99.0,373.0,0.0,141.0,0.0,8375210.0,0.0,否,银卡,0.0,-1,-1,-1,-1,-1,-1,-1
2672,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,2G,,0.0,否,0.0,0.0,269.0,0.0,苹果,A2108,20.1,269.0,0.0,158.0,0.0,0.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
2673,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.0,2.0,1.0,5G,,0.0,是,0.0,0.0,320.0,0.0,苹果,A2634,41.1,320.0,0.0,270.0,0.0,16381803.0,0.0,是,二星,0.0,-1,-1,-1,-1,-1,-1,-1
2674,8.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,16.0,1.0,1.0,5G,,0.0,是,0.0,0.0,195.0,0.0,苹果,A2408,48.1,195.0,0.0,176.0,0.0,13320096.0,0.0,是,三星,0.0,-1,-1,-1,-1,-1,-1,-1
2675,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,0.0,0.0,0.0,4G,,0.0,是,0.0,0.0,601.0,0.0,苹果,iPhone 7Plus A1661,107.15,601.0,0.0,318.0,0.0,43792047.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,1
2676,10.0,9.0,10.0,8.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,0.0,4.0,0.0,4G,,0.0,是,0.0,0.0,102.0,0.0,华为,VCE-AL00,25.0,102.0,0.0,263.0,0.0,2278735.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
2677,1.0,1.0,1.0,1.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22.0,2.0,8.0,5G,,0.0,是,0.0,0.0,2664.0,0.0,苹果,A2639,268.25,2664.0,100.0,2782.0,0.0,15858613.0,0.0,是,三星,0.0,-1,-1,-1,-1,-1,-1,-1
2678,9.0,9.0,6.0,8.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,5G,,0.0,是,0.0,0.0,278.0,0.0,华为,TAH-AN00m,61.0,278.0,0.0,206.0,0.0,3425692.0,0.0,是,三星,0.0,-1,-1,-1,-1,-1,-1,-1
2679,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,4.0,1.0,4G,,0.0,是,0.0,0.0,709.0,0.0,华为,TAS-AL00,65.2,709.0,9.0,962.0,0.0,10197172.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
2680,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.0,18.0,1.0,5G,,0.0,是,0.0,0.0,167.0,0.0,苹果,A2639,100.0,167.0,0.0,264.0,0.0,41612363.0,0.0,是,三星,0.0,-1,-1,-1,-1,-1,-1,-1
2681,8.0,8.0,9.0,6.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,0.0,2.0,0.0,4G,,0.0,是,0.0,0.0,541.0,0.0,苹果,iPhone X A1865,83.0,541.0,0.0,269.0,0.0,8004270.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
2682,10.0,10.0,8.0,9.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,6.0,1.0,4G,,0.0,是,0.0,0.0,838.0,0.0,苹果,iPhone XR (A2105),157.2,838.0,0.0,803.0,0.0,24689119.0,0.0,否,银卡,0.0,-1,-1,-1,-1,-1,-1,-1
2683,10.0,10.0,10.0,10.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.0,7.0,1.0,5G,,0.0,是,0.0,0.0,268.0,0.0,苹果,A2408,134.0,268.0,0.0,242.0,0.0,18767289.0,0.0,是,银卡,0.0,-1,-1,-1,-1,-1,-1,-1
2684,10.0,10.0,10.0,10.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,4.0,0.0,4G,,27.94,是,8.12,0.0,89.0,0.0,华为,BKL-AL20,77.12,89.0,0.0,25.0,0.0,22735905.0,0.0,否,二星,0.0,-1,-1,-1,-1,-1,-1,-1
2685,10.0,10.0,10.0,8.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,15.0,1.0,0.0,4G,,0.0,是,0.0,0.0,620.0,0.0,华为,JKM-AL00b,62.4,620.0,0.0,404.0,0.0,9586377.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
2686,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,30.0,4.0,0.0,4G,,0.0,是,0.0,0.0,90.0,0.0,苹果,A2104,25.0,90.0,0.0,179.0,0.0,38369605.0,0.0,否,一星,0.0,-1,-1,-1,-1,-1,-1,-1
2687,8.0,7.0,7.0,6.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4G,,0.0,是,0.0,0.0,127.0,0.0,华为,YAL-AL00,8.0,127.0,0.0,137.0,0.0,52932.0,0.0,否,二星,0.0,-1,-1,-1,-1,-1,-1,-1
2688,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,4.0,0.0,4G,,18.83,是,5.51,0.0,121.0,0.0,华为,HMA-TL00,32.51,121.0,0.0,155.0,0.0,20264700.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
2689,10.0,10.0,9.0,8.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,15.0,3.0,0.0,5G,,0.0,是,0.0,0.0,536.0,0.0,小米科技,M2012K11AC,87.0,536.0,0.0,426.0,0.0,32321648.0,0.0,是,三星,0.0,-1,-1,-1,-1,-1,-1,-1
2690,10.0,10.0,10.0,10.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,0.0,1.0,0.0,4G,,0.0,是,0.0,0.0,139.0,0.0,华为,BKL-AL20,19.0,139.0,0.0,140.0,0.0,7657461.0,0.0,否,二星,0.0,-1,-1,-1,-1,-1,-1,-1
2691,10.0,8.0,8.0,8.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,0.0,4.0,0.0,4G,,0.0,是,0.0,0.0,634.0,0.0,华为,ELE-AL00,43.29,634.0,0.0,510.0,0.0,12435650.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
2692,9.0,9.0,9.0,9.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,5G,,0.0,是,0.0,0.0,227.0,0.0,华为,LIO-AN00,30.0,227.0,0.0,157.0,0.0,1379623.0,0.0,是,三星,0.0,-1,-1,-1,-1,-1,-1,-1
2693,6.0,6.0,6.0,7.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,15.0,0.0,0.0,4G,,0.0,是,0.0,0.0,324.0,0.0,小米科技,HMNote8M1908C3JE,131.2,324.0,0.0,92.0,0.0,20842550.0,0.0,否,银卡,0.0,1,-1,-1,-1,-1,-1,-1
2694,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,16.0,0.0,4G,,0.0,是,0.0,0.0,388.0,0.0,苹果,A2298,108.1,388.0,0.0,281.0,0.0,6344924.0,0.0,否,银卡,0.0,-1,-1,-1,-1,-1,-1,-1
2695,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,4G,,0.0,是,0.0,0.0,317.0,0.0,华为,JSN-AL00a,28.0,317.0,0.0,268.0,0.0,12798643.0,0.0,否,一星,0.0,-1,-1,-1,-1,-1,-1,-1
2696,10.0,10.0,10.0,10.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,0.0,6.0,1.0,4G,,0.0,是,0.0,0.0,895.0,0.0,华为,EBG-AN00,185.0,895.0,0.0,1995.0,0.0,19638601.0,0.0,否,银卡,0.0,-1,-1,-1,-1,-1,-1,-1
2697,10.0,10.0,10.0,10.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,8.0,0.0,4G,,0.0,是,0.0,0.0,182.0,0.0,苹果,iPhone X A1865,60.0,182.0,0.0,177.0,0.0,60283339.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
2698,10.0,8.0,10.0,9.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,4G,,0.0,是,0.0,0.0,342.0,0.0,华为,TAS-AL00,49.0,342.0,0.0,316.0,0.0,8418454.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
2699,8.0,8.0,8.0,8.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,4G,,0.0,是,0.0,0.0,248.0,0.0,苹果,iPhone X A1901,30.0,248.0,0.0,261.0,0.0,196709.0,0.0,否,二星,0.0,-1,-1,-1,-1,-1,-1,-1
2700,8.0,9.0,10.0,8.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,4G,,0.0,是,0.0,0.0,364.0,0.0,华为,HMA-AL00,38.0,364.0,0.0,237.0,0.0,35039706.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
2701,8.0,7.0,8.0,8.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,0.0,0.0,0.0,5G,,0.0,是,0.0,0.0,244.0,0.0,华为,NOH-AN01,54.84,244.0,0.0,287.0,0.0,7815160.0,0.0,是,三星,0.0,-1,-1,-1,-1,-1,-1,-1
2702,10.0,10.0,10.0,10.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,5G,,0.0,是,0.0,0.0,557.0,0.0,欧珀,PEMM00,55.0,557.0,0.0,510.0,0.0,12458818.0,0.0,是,三星,0.0,-1,-1,-1,-1,-1,-1,-1
