用户,手机上网整体满意度,网络覆盖与信号强度,手机上网速度,手机上网稳定性,上网质差次数,脱网次数,微信质差次数,套外流量（MB）,套外流量费（元）,是否不限量套餐到达用户,终端品牌,终端品牌类型,是否5G网络客户,当月MOU,客户星级标识,场景问题次数,现象问题次数,大类问题次数,小类视频问题次数,小类游戏问题次数,全部应用问题次数,性别_女,性别_性别不详,性别_男
用户3660,10,10,10,10,0,0,3,42.27,10.0,0,8,17,0,2922.0,4,3,2,0,0,0,0,0,0,1
用户3661,1,1,1,1,0,0,0,0.0,0.0,0,21,14,0,95.0,3,6,4,3,10,0,10,1,0,0
用户3662,4,4,4,4,2,0,0,0.0,0.0,1,8,17,1,213.0,3,7,4,4,10,0,10,0,0,1
用户3663,10,10,10,10,0,17,0,0.0,0.0,1,21,1,0,306.0,3,0,0,0,0,0,0,1,0,0
用户3664,1,1,1,1,0,0,0,0.0,0.0,0,21,1,1,1417.0,5,1,1,1,0,0,0,0,0,1
用户3665,10,10,10,9,0,0,0,0.0,0.0,0,21,1,1,50.0,3,1,1,0,0,0,0,0,0,1
用户3666,7,6,5,4,0,0,0,0.0,0.0,1,21,1,1,194.0,3,2,2,4,0,0,0,1,0,0
用户3667,10,10,10,10,0,0,0,0.0,0.0,0,11,6,1,253.0,4,1,1,0,0,0,0,0,0,1
用户3668,10,10,10,10,2,0,4,0.0,0.0,0,8,17,0,64.0,3,1,4,3,0,0,0,0,0,1
用户3669,9,8,10,8,0,0,0,0.0,0.0,0,21,1,0,307.0,3,2,2,1,0,0,10,0,0,1
用户3670,6,5,6,6,0,19,2,0.0,0.0,0,21,1,1,502.0,4,1,1,0,0,0,0,1,0,0
用户3671,10,9,9,10,0,0,0,0.0,0.0,1,21,1,1,493.0,3,1,1,0,0,0,0,0,0,1
用户3672,6,5,6,4,3,0,0,0.0,0.0,0,21,1,0,61.0,3,1,2,0,0,0,0,0,0,1
用户3673,8,5,5,5,0,0,0,0.0,0.0,0,11,17,0,32.0,2,4,1,0,0,0,0,0,0,1
用户3674,6,5,10,7,2,6,1,0.0,0.0,1,21,14,0,800.0,3,4,1,0,0,0,0,0,0,1
用户3675,8,8,8,6,0,0,0,0.0,0.0,1,21,14,0,50.0,3,5,3,0,0,0,0,0,0,1
用户3676,5,5,8,3,0,0,5,43.7,10.0,0,21,1,0,1263.0,4,2,3,1,0,0,0,0,0,1
用户3677,7,6,5,8,0,0,0,0.0,0.0,0,8,17,0,37.0,3,2,1,1,0,0,0,1,0,0
用户3678,8,8,8,8,0,0,0,0.0,0.0,0,8,17,1,45.0,3,0,0,0,0,0,0,1,0,0
用户3679,8,8,10,1,3,0,0,0.0,0.0,0,21,1,1,91.0,2,4,3,0,0,0,0,1,0,0
用户3680,10,10,10,10,0,7,0,42.88,10.0,0,21,14,0,277.0,3,0,0,0,0,0,0,0,0,1
用户3681,9,7,8,8,0,0,0,252.68,33.77,0,21,1,1,177.0,3,1,3,0,0,0,0,0,0,1
用户3682,5,4,7,6,0,0,0,0.0,0.0,1,21,14,0,328.0,3,2,3,0,0,0,0,0,0,1
用户3683,7,7,7,7,0,49,1,0.0,0.0,0,21,1,1,707.0,4,1,1,0,0,0,0,0,1,0
用户3684,9,9,9,9,0,0,3,0.0,0.0,0,11,17,0,70.0,3,0,0,0,0,0,0,0,0,1
用户3685,1,2,3,3,0,10,0,0.0,0.0,1,21,1,1,269.0,3,1,4,1,0,10,0,0,0,1
用户3686,7,6,8,6,3,0,2,0.0,0.0,1,8,17,0,413.0,3,1,1,0,0,0,0,0,0,1
用户3687,5,5,4,4,0,0,0,0.0,0.0,1,21,1,1,177.0,3,4,4,2,0,0,10,1,0,0
用户3688,10,10,10,10,0,0,0,0.0,0.0,0,21,1,0,202.0,3,1,3,2,0,0,0,1,0,0
用户3689,10,9,10,9,0,0,0,0.0,0.0,0,8,17,1,1421.0,4,4,2,0,0,0,0,0,0,1
用户3690,6,4,4,4,0,6,0,0.0,0.0,0,21,1,0,76.0,3,3,2,0,0,0,0,1,0,0
用户3691,10,9,9,9,1,0,0,0.0,0.0,1,16,17,1,166.0,4,3,3,2,0,0,0,0,0,1
用户3692,7,5,6,7,0,0,0,0.0,0.0,0,21,1,1,89.0,3,0,0,0,0,0,0,1,0,0
用户3693,10,10,10,10,0,0,3,0.0,0.0,0,11,17,0,132.0,4,0,0,0,0,0,0,0,0,1
用户3694,10,10,10,10,0,0,4,45.72,10.0,0,8,17,0,95.0,3,0,0,0,0,0,0,1,0,0
用户3695,10,6,7,8,0,13,0,0.0,0.0,0,8,17,1,169.0,3,1,1,1,0,0,0,0,0,1
用户3696,10,10,10,10,1,0,0,0.0,0.0,0,21,1,0,890.0,5,2,2,0,0,0,0,1,0,0
用户3697,7,7,7,7,0,0,0,0.0,0.0,1,21,1,0,202.0,3,4,2,0,0,0,0,1,0,0
用户3698,1,1,1,1,0,0,0,0.0,0.0,0,21,1,0,786.0,3,1,1,0,0,0,0,1,0,0
用户3699,10,10,10,10,0,0,0,0.0,0.0,0,8,17,1,521.0,3,2,3,2,0,0,0,0,0,1
用户3700,10,10,10,10,0,0,0,0.0,0.0,0,21,1,0,19.0,3,1,1,0,0,0,0,1,0,0
用户3701,10,10,9,8,0,25,0,0.0,0.0,0,16,17,1,766.0,4,3,1,0,0,0,0,0,0,1
用户3702,7,7,7,6,0,0,0,0.0,0.0,0,21,1,0,124.0,4,4,2,4,0,0,0,1,0,0
用户3703,10,10,10,10,0,0,0,0.0,0.0,0,8,17,1,598.0,6,2,2,1,0,0,0,0,0,1
用户3704,9,9,9,9,0,0,0,0.0,0.0,0,21,1,1,1375.0,6,0,0,0,0,0,0,0,0,1
用户3705,8,7,7,7,0,0,0,0.0,0.0,0,21,1,1,256.0,3,3,3,2,0,0,0,1,0,0
用户3706,8,8,8,8,0,0,0,0.0,0.0,0,11,6,1,199.0,3,1,1,1,0,0,0,0,0,1
用户3707,10,10,10,10,0,0,0,0.0,0.0,0,8,17,0,24.0,3,1,1,0,0,0,0,0,0,1
用户3708,10,10,10,10,0,0,0,0.0,0.0,0,11,17,1,15.0,3,0,0,0,0,0,0,1,0,0
用户3709,8,8,10,7,0,0,0,0.0,0.0,1,11,6,1,92.0,3,3,2,0,0,0,0,1,0,0
用户3710,10,10,10,10,0,0,1,0.0,0.0,1,11,17,0,1299.0,4,0,0,0,0,0,0,0,0,1
用户3711,9,9,9,9,0,0,0,0.0,0.0,0,11,17,1,633.0,4,0,0,0,0,0,0,1,0,0
用户3712,10,10,10,10,0,0,0,0.0,0.0,0,8,17,1,689.0,4,1,2,1,0,0,0,0,0,1
用户3713,9,9,9,9,0,7,0,0.0,0.0,0,21,1,1,198.0,4,0,0,0,0,0,0,0,0,1
用户3714,6,6,6,7,0,0,0,0.0,0.0,1,21,1,1,134.0,3,4,4,3,0,0,0,1,0,0
用户3715,7,7,7,6,0,43,0,0.0,0.0,0,21,1,1,276.0,4,1,4,2,0,0,0,1,0,0
用户3716,1,1,1,1,0,0,0,0.0,0.0,0,8,17,0,387.0,3,3,4,3,0,0,10,0,1,0
用户3717,10,10,10,10,0,0,0,0.0,0.0,1,8,17,1,805.0,3,0,0,0,0,0,0,0,0,1
用户3718,8,8,8,8,0,0,1,0.0,0.0,0,21,1,1,440.0,3,1,4,1,0,0,0,1,0,0
用户3719,10,10,10,10,0,0,0,0.0,0.0,1,21,1,1,711.0,3,1,4,4,0,0,0,0,0,1
用户3720,9,9,8,9,0,0,0,0.0,0.0,0,21,1,1,382.0,3,3,1,0,0,0,0,1,0,0
用户3721,3,3,3,3,0,0,3,0.0,0.0,1,21,1,1,237.0,3,5,4,4,0,0,0,0,0,1
用户3722,1,1,1,1,9,12,5,179.49,5.0,0,21,14,0,231.0,3,1,1,0,0,0,0,0,0,1
用户3723,1,1,1,1,0,0,0,0.0,0.0,1,21,1,1,1319.0,4,1,3,2,0,0,0,0,0,1
用户3724,10,10,10,10,0,0,0,0.0,0.0,1,8,17,0,688.0,3,0,0,0,0,0,0,0,0,1
用户3725,10,10,10,10,0,0,0,0.0,0.0,0,21,1,1,108.0,3,1,2,5,10,10,10,0,0,1
用户3726,10,10,10,10,0,22,0,0.0,0.0,0,21,14,0,113.0,3,0,0,0,0,0,0,0,0,1
用户3727,8,8,8,7,0,0,1,0.0,0.0,0,21,14,0,364.0,4,0,0,0,0,0,0,0,0,1
用户3728,8,6,6,6,0,30,0,0.0,0.0,0,21,1,1,185.0,4,4,4,5,0,0,0,1,0,0
用户3729,8,8,8,8,0,0,0,0.0,5.0,0,8,17,1,491.0,4,2,2,2,0,0,0,0,0,1
用户3730,10,10,10,10,1,0,0,0.0,0.0,0,21,1,0,645.0,3,0,0,0,0,0,0,1,0,0
用户3731,8,9,9,9,0,0,0,0.0,0.0,0,8,17,1,41.0,3,1,2,2,0,0,0,0,0,1
用户3732,8,8,8,9,0,0,0,0.0,0.0,0,8,17,1,224.0,3,2,2,0,0,0,0,0,0,1
用户3733,10,10,10,10,0,0,3,0.0,0.0,0,8,17,0,27.0,3,0,0,0,0,0,0,0,0,1
用户3734,10,10,10,10,0,0,0,0.0,0.0,1,21,14,0,18.0,3,0,0,0,0,0,0,0,0,1
用户3735,5,5,4,8,0,0,0,0.0,0.0,0,21,1,1,233.0,4,3,4,1,0,0,0,0,0,1
用户3736,1,1,1,1,0,12,3,36.16,9.86,0,21,14,0,128.0,3,3,1,0,0,0,0,1,0,0
用户3737,8,7,7,7,6,0,0,0.0,0.0,0,21,14,0,718.0,4,2,1,0,0,0,0,0,0,1
用户3738,10,10,10,10,0,0,0,0.0,0.0,0,8,17,1,131.0,3,0,0,0,0,0,0,1,0,0
用户3739,10,10,10,10,0,0,0,0.0,70.58,0,21,1,1,572.0,3,0,0,0,0,0,0,1,0,0
用户3740,10,10,10,10,0,0,0,0.0,0.0,0,21,1,0,164.0,4,0,0,0,0,0,0,0,0,1
用户3741,9,9,8,7,0,0,0,0.0,0.0,0,8,17,1,425.0,4,2,1,0,0,0,0,0,0,1
用户3742,9,9,9,9,0,0,0,0.0,0.0,0,8,17,1,561.0,4,0,0,0,0,0,0,0,0,1
用户3743,7,8,7,8,1,6,0,0.0,0.0,1,21,14,0,377.0,3,1,3,2,0,0,10,0,0,1
用户3744,10,10,10,10,0,0,0,0.0,0.0,0,8,17,0,151.0,3,0,0,0,0,0,0,0,0,1
用户3745,10,6,8,7,0,0,3,0.0,0.0,1,21,1,0,266.0,3,1,3,0,0,0,0,0,0,1
用户3746,10,10,10,10,0,0,2,0.0,0.0,0,21,1,0,64.0,3,3,3,0,0,0,0,1,0,0
用户3747,10,10,10,10,0,0,0,0.0,0.0,1,8,17,1,3.0,3,0,0,0,0,0,0,0,0,1
用户3748,10,10,10,10,0,0,0,0.0,0.0,0,15,17,1,407.0,2,5,4,3,0,10,0,0,0,1
用户3749,8,8,8,8,3,0,0,0.0,0.0,0,8,17,0,42.0,3,3,1,0,0,0,0,0,0,1
用户3750,10,10,10,10,0,0,0,0.0,0.0,0,8,17,0,569.0,3,1,4,0,0,0,0,0,0,1
用户3751,10,9,9,10,1,0,1,0.0,0.0,0,21,1,0,775.0,4,1,1,0,0,0,0,1,0,0
用户3752,10,8,7,7,1,0,25,0.0,0.0,0,11,17,1,608.0,3,2,4,4,0,0,0,0,0,1
用户3753,10,10,10,10,0,44,0,0.0,0.0,0,11,17,0,397.0,3,0,0,0,0,0,0,0,0,1
用户3754,4,4,6,5,0,0,0,0.0,0.0,1,21,14,1,42.0,3,2,2,0,0,0,0,0,0,1
用户3755,8,8,7,8,0,26,0,0.0,0.0,0,21,14,0,837.0,3,5,4,3,0,0,0,1,0,0
用户3756,7,6,7,7,1,596,0,0.0,0.0,0,21,1,0,841.0,4,1,1,0,0,0,0,0,0,1
用户3757,10,5,5,10,0,12,1,0.0,0.0,1,21,14,0,700.0,4,0,0,0,0,0,0,0,0,1
用户3758,10,10,10,10,0,0,0,0.0,0.0,0,16,17,1,87.0,3,0,0,0,0,0,0,0,0,1
用户3759,10,10,10,10,0,0,0,0.0,0.0,0,21,1,1,44.0,2,0,0,0,0,0,0,0,0,1
用户3760,7,8,5,5,3,0,0,0.0,0.0,0,21,1,0,1357.0,4,2,4,1,0,0,0,0,0,1
用户3761,7,7,10,10,0,0,0,0.0,0.0,0,11,6,1,28.0,3,3,1,0,0,0,0,0,0,1
用户3762,10,9,9,9,1,0,0,0.0,0.0,0,8,17,0,484.0,3,2,4,5,0,0,0,0,0,1
用户3763,10,10,10,10,0,0,0,0.0,0.0,0,21,1,1,66.0,3,0,0,0,0,0,0,1,0,0
用户3764,10,10,10,10,0,0,1,4.64,0.58,0,21,14,0,64.0,2,0,0,0,0,0,0,1,0,0
用户3765,8,8,8,6,0,22,0,0.0,0.0,1,21,1,0,307.0,3,2,2,2,0,0,0,0,0,1
用户3766,8,8,8,8,0,2,0,0.0,0.0,0,21,1,1,550.0,3,3,2,0,0,0,0,1,0,0
用户3767,6,5,5,5,0,0,0,0.0,0.0,1,11,17,0,300.0,3,2,4,1,0,0,0,0,0,1
用户3768,8,7,9,9,0,0,0,0.0,0.0,0,8,17,1,472.0,4,1,1,0,0,0,0,0,0,1
用户3769,10,10,10,10,0,0,4,0.0,0.0,1,21,1,0,286.0,3,0,0,0,0,0,0,0,0,1
用户3770,10,10,10,10,0,0,0,0.0,0.0,0,11,17,1,12.0,3,0,0,0,0,0,0,0,0,1
用户3771,10,10,9,9,0,0,0,0.0,0.0,0,21,1,1,27.0,2,0,0,0,0,0,0,1,0,0
用户3772,8,7,10,7,0,0,0,0.0,0.0,0,8,17,1,112.0,4,1,1,0,0,0,0,0,0,1
用户3773,8,8,8,7,0,0,1,0.0,0.0,0,21,14,0,175.0,3,1,2,0,0,0,0,0,1,0
用户3774,10,10,10,10,0,0,0,0.0,0.0,0,8,17,0,42.0,3,0,0,0,0,0,0,0,0,1
用户3775,9,8,8,10,0,0,2,0.0,0.0,0,8,17,0,198.0,3,1,2,1,0,0,0,0,0,1
用户3776,1,1,1,1,0,14,0,0.0,0.0,1,21,1,0,272.0,3,3,4,4,10,0,10,0,0,1
用户3777,9,9,9,9,0,0,0,0.0,0.0,0,8,17,0,36.0,4,4,4,2,0,0,0,1,0,0
用户3778,8,8,8,8,0,0,0,0.0,0.0,0,8,17,0,138.0,3,0,0,0,0,0,0,0,0,1
用户3779,5,5,5,5,1,20,4,0.0,0.0,0,16,17,1,4853.0,6,1,3,0,0,0,0,0,0,1
用户3780,8,8,8,8,0,0,7,0.0,3.39,1,8,17,1,412.0,4,1,1,0,0,0,0,0,0,1
用户3781,9,9,9,9,0,0,0,0.0,0.0,1,21,1,1,406.0,4,1,2,2,0,0,0,0,0,1
用户3782,10,10,10,10,0,0,0,0.0,0.0,0,21,14,0,172.0,3,0,0,0,0,0,0,1,0,0
用户3783,3,3,3,3,0,18,0,0.0,0.0,0,21,14,0,47.0,3,1,4,2,10,0,10,1,0,0
用户3784,3,3,3,3,0,0,7,0.0,0.0,1,21,1,1,569.0,4,1,1,0,0,0,0,0,0,1
用户3785,10,10,10,10,0,0,0,0.0,0.0,0,8,17,0,4.0,2,0,0,0,0,0,0,0,0,1
用户3786,3,7,4,3,0,0,11,0.0,0.0,1,21,14,0,583.0,3,3,4,5,0,0,10,0,0,1
用户3787,10,10,10,9,1,0,0,0.0,0.0,0,8,17,0,95.0,3,0,0,0,0,0,0,1,0,0
用户3788,6,6,6,5,1,0,0,0.0,0.0,0,8,17,0,37.0,3,2,4,1,0,0,0,0,0,1
用户3789,7,8,7,5,0,0,0,0.0,0.0,0,11,17,1,170.0,3,2,3,1,0,0,10,0,0,1
用户3790,10,10,10,10,0,22,0,0.0,0.0,0,21,1,1,143.0,4,0,0,0,0,0,0,1,0,0
用户3791,1,6,1,6,0,0,0,0.0,0.0,0,1,17,1,280.0,3,3,4,4,0,0,0,0,0,1
用户3792,3,3,1,3,0,0,0,0.0,0.0,0,15,17,0,615.0,5,1,1,0,0,0,0,0,0,1
用户3793,9,9,9,9,0,0,0,196.47,5.0,0,8,17,0,226.0,3,0,0,0,0,0,0,0,0,1
用户3794,3,2,5,2,0,0,1,0.0,0.0,1,21,1,1,1451.0,4,5,4,5,0,0,10,0,0,1
用户3795,10,10,10,10,0,0,1,0.0,0.0,0,8,17,0,115.0,3,4,3,0,0,0,0,1,0,0
用户3796,9,8,8,8,0,0,0,0.0,0.0,0,8,17,0,613.0,4,2,2,2,0,0,0,0,0,1
用户3797,10,10,10,9,0,0,0,0.0,0.0,0,11,17,1,317.0,3,0,0,0,0,0,0,0,0,1
用户3798,10,10,10,10,0,0,0,0.0,0.0,0,8,17,1,91.0,4,4,1,0,0,0,0,0,0,1
用户3799,9,8,8,8,0,0,0,0.0,0.0,0,8,17,1,517.0,4,2,2,0,0,0,0,0,0,1
用户3800,10,10,10,10,0,0,0,0.0,0.0,1,8,17,0,1845.0,3,0,0,0,0,0,0,0,0,1
用户3801,10,10,10,10,0,0,0,0.0,0.0,0,8,17,1,230.0,4,1,1,0,0,0,0,0,0,1
用户3802,10,10,10,10,0,0,0,0.0,0.0,0,8,17,1,20.0,3,0,0,0,0,0,0,0,0,1
用户3803,1,1,1,1,0,6,0,0.0,0.0,0,21,1,1,172.0,4,2,3,1,0,0,0,0,0,1
用户3804,6,5,5,5,0,0,0,7.17,2.03,0,8,17,0,47.0,3,4,3,4,0,0,0,0,0,1
用户3805,6,6,6,6,0,25,4,334.77,10.0,0,21,1,1,72.0,4,3,4,4,0,0,0,1,0,0
用户3806,10,10,10,10,1,0,0,0.0,0.0,1,8,17,0,791.0,3,0,0,0,0,0,0,0,0,1
用户3807,5,5,5,7,0,0,0,0.0,0.0,1,8,17,1,526.0,3,2,1,0,0,0,0,0,0,1
用户3808,8,8,8,7,0,0,0,0.0,0.0,0,21,1,1,230.0,3,1,1,0,0,0,0,1,0,0
用户3809,8,9,8,9,0,0,0,0.0,0.0,0,8,17,0,22.0,3,2,2,0,0,0,0,0,0,1
用户3810,8,6,5,8,1,0,0,51.66,11.0,0,8,17,0,68.0,2,1,2,0,0,0,0,1,0,0
用户3811,10,10,10,10,0,0,0,0.0,0.0,0,8,17,1,330.0,3,0,0,0,0,0,0,0,0,1
用户3812,7,7,7,7,0,1,3,0.0,5.0,0,21,1,1,1359.0,3,1,2,2,0,0,0,1,0,0
用户3813,5,5,5,9,0,0,0,0.0,0.0,0,21,1,0,97.0,3,4,3,0,0,0,0,0,0,1
用户3814,10,10,10,10,0,27,0,0.0,0.0,0,21,14,0,221.0,3,0,0,0,0,0,0,0,0,1
用户3815,8,10,7,10,0,0,0,187.5,5.0,0,8,17,1,37.0,3,0,0,0,0,0,0,0,0,1
用户3816,10,10,10,10,0,0,0,2102.28,128.0,0,16,17,0,35.0,2,0,0,0,0,0,0,0,0,1
用户3817,8,8,7,5,38,0,0,0.0,0.0,0,21,4,0,18.0,3,3,3,0,0,0,0,0,0,1
用户3818,6,5,7,6,0,0,0,0.0,0.0,0,21,14,0,280.0,3,2,2,0,0,0,0,1,0,0
用户3819,8,7,7,7,8,137,7,0.0,0.0,0,8,17,0,414.0,3,3,4,4,0,0,0,1,0,0
用户3820,10,10,10,10,0,0,0,0.0,0.0,0,21,1,0,436.0,3,0,0,0,0,0,0,0,1,0
用户3821,10,5,5,4,0,0,0,0.0,0.0,0,16,17,1,316.0,3,3,2,0,0,0,0,0,0,1
用户3822,5,3,2,1,0,0,0,0.0,0.0,1,21,1,1,336.0,3,5,4,5,10,10,10,0,0,1
用户3823,10,10,10,8,0,0,7,0.0,0.0,0,8,17,1,83.0,3,1,1,0,0,0,0,1,0,0
用户3824,3,5,5,6,0,0,0,0.0,0.0,0,21,1,1,129.0,3,0,0,0,0,0,0,1,0,0
用户3825,1,1,1,1,3,0,0,0.0,0.0,1,21,1,1,205.0,3,1,3,0,0,0,0,1,0,0
用户3826,10,5,10,5,0,0,4,0.0,0.0,0,21,14,0,370.0,2,0,0,0,0,0,0,0,0,1
用户3827,7,6,8,8,0,0,0,249.63,10.0,0,8,17,1,96.0,3,3,3,2,0,0,10,1,0,0
用户3828,9,9,8,8,0,0,0,0.0,0.0,0,21,1,1,1591.0,5,3,1,0,0,0,0,0,0,1
用户3829,4,4,4,4,1,15,0,0.0,0.0,0,11,17,0,41.0,3,2,4,3,10,10,10,0,0,1
用户3830,10,10,10,10,0,0,0,0.0,0.0,0,21,14,0,256.0,4,0,0,0,0,0,0,1,0,0
用户3831,5,5,5,2,0,0,0,0.0,0.0,0,11,17,1,40.0,3,2,2,0,0,0,0,1,0,0
用户3832,1,1,1,1,0,32,1,0.0,0.0,0,21,14,0,113.0,3,3,4,5,10,10,10,0,0,1
用户3833,10,8,10,10,0,0,0,0.0,0.0,1,8,17,1,704.0,4,0,0,0,0,0,0,0,0,1
用户3834,10,10,10,10,0,0,1,0.0,0.0,0,11,17,0,52.0,3,0,0,0,0,0,0,0,0,1
用户3835,6,7,7,7,0,0,0,0.0,0.0,0,8,17,0,0.0,3,2,1,0,0,0,0,0,0,1
用户3836,9,9,9,9,0,0,0,0.0,0.0,0,8,17,0,228.0,3,0,0,0,0,0,0,0,0,1
用户3837,8,8,8,8,0,0,0,0.0,0.0,0,21,1,1,197.0,4,2,3,2,0,0,0,0,1,0
用户3838,10,10,10,10,7,0,1,0.0,0.0,1,8,17,0,989.0,4,0,0,0,0,0,0,0,0,1
用户3839,8,6,6,6,0,0,0,0.0,0.0,0,11,17,1,34.0,3,1,3,0,0,0,0,1,0,0
用户3840,10,6,8,8,0,0,0,0.0,0.0,1,21,1,1,590.0,3,2,4,1,0,0,0,0,0,1
用户3841,9,8,8,9,0,19,0,0.0,0.0,1,21,1,1,277.0,4,0,0,0,0,0,0,0,0,1
用户3842,10,10,10,10,0,0,2,0.0,0.0,0,21,1,1,99.0,4,2,1,0,0,0,0,0,0,1
用户3843,7,9,7,8,0,0,1,0.0,0.0,0,21,1,0,19.0,3,4,4,3,0,0,0,1,0,0
用户3844,8,8,8,8,0,0,2,79.13,28.0,0,21,1,1,236.0,3,1,1,0,0,0,0,0,0,1
用户3845,7,7,7,7,0,14,0,0.0,0.0,1,21,1,0,286.0,3,2,3,0,0,0,0,1,0,0
用户3846,8,8,7,8,0,0,0,0.0,0.0,0,21,1,1,149.0,3,0,0,0,0,0,0,0,0,1
用户3847,3,3,4,2,0,0,0,0.0,0.0,0,21,1,0,154.0,4,1,3,1,0,10,0,0,0,1
用户3848,5,5,5,5,0,0,0,0.0,0.0,1,21,1,1,511.0,3,3,3,0,0,0,0,1,0,0
用户3849,4,4,4,6,0,15,0,0.0,0.0,0,8,17,1,160.0,4,3,3,2,0,0,0,0,0,1
用户3850,10,9,9,9,0,0,0,0.0,0.0,0,11,17,1,83.0,3,2,2,1,0,0,0,1,0,0
用户3851,1,1,1,1,0,0,0,0.0,0.0,0,8,17,1,346.0,4,1,1,0,0,0,0,0,0,1
用户3852,1,1,1,1,0,0,0,0.0,0.0,0,21,1,1,452.0,5,6,4,5,0,0,10,1,0,0
用户3853,8,7,7,7,0,0,0,0.0,0.0,0,21,1,0,94.0,3,2,2,0,0,0,0,1,0,0
用户3854,8,7,9,8,0,0,0,0.0,0.0,0,16,17,1,148.0,3,2,3,1,0,0,0,0,0,1
用户3855,10,7,10,10,0,0,0,0.0,0.0,0,21,1,1,89.0,4,0,0,0,0,0,0,1,0,0
用户3856,10,10,10,10,0,0,13,0.0,0.0,0,8,17,0,60.0,3,0,0,0,0,0,0,1,0,0
用户3857,10,9,9,9,0,0,0,0.0,0.0,0,21,1,1,1361.0,5,1,4,2,0,0,0,0,0,1
用户3858,1,1,1,5,0,0,0,0.0,0.0,1,21,1,1,77.0,3,3,4,3,0,0,10,1,0,0
用户3859,5,5,3,3,0,0,0,0.0,0.0,1,8,17,1,641.0,3,4,4,4,0,0,0,0,0,1
用户3860,3,5,7,4,4,0,1,0.0,0.0,1,21,1,0,380.0,3,0,1,0,0,0,0,0,0,1
用户3861,8,8,8,9,0,0,0,0.0,0.0,0,11,17,1,13.0,3,2,1,0,0,0,0,0,0,1
用户3862,7,7,7,7,0,0,0,0.0,0.0,1,11,17,1,135.0,3,1,2,0,0,0,0,1,0,0
用户3863,8,5,8,7,0,0,0,0.0,0.0,1,16,17,1,69.0,3,1,4,2,0,0,0,0,0,1
用户3864,10,10,10,10,1,0,0,0.0,0.0,0,8,17,1,355.0,4,0,0,0,0,0,0,0,0,1
用户3865,10,10,10,10,0,0,0,0.0,0.0,0,8,17,0,2091.0,4,0,0,0,0,0,0,0,1,0
用户3866,2,2,3,6,0,0,2,0.0,0.0,1,8,17,1,457.0,3,2,1,0,0,0,0,1,0,0
用户3867,8,8,8,9,0,0,0,0.0,0.0,1,11,17,0,149.0,3,1,1,0,0,0,0,0,0,1
用户3868,1,1,1,1,0,0,0,0.0,0.0,0,8,17,1,518.0,4,1,2,3,0,0,0,0,0,1
用户3869,7,7,5,5,0,0,0,0.0,0.0,1,21,1,1,380.0,3,3,4,1,0,0,10,0,0,1
用户3870,10,10,10,10,0,0,0,0.0,0.0,0,11,6,1,298.0,4,0,0,0,0,0,0,0,0,1
用户3871,8,7,8,9,0,0,0,0.0,0.0,0,11,17,0,90.0,3,1,2,0,0,0,0,1,0,0
用户3872,10,8,7,9,0,0,0,0.0,0.0,0,8,17,0,94.0,3,1,2,0,0,0,0,1,0,0
用户3873,10,10,9,10,0,0,0,0.0,0.0,0,11,17,1,761.0,3,0,0,0,0,0,0,0,0,1
用户3874,10,10,10,10,0,0,1,0.0,0.0,1,21,1,0,474.0,4,4,2,5,10,10,10,0,0,1
用户3875,10,10,10,10,0,0,0,0.0,0.0,0,8,17,0,283.0,3,0,0,0,0,0,0,0,0,1
用户3876,8,9,9,9,18,0,0,0.0,0.0,0,21,1,1,329.0,6,3,2,0,0,0,0,0,1,0
用户3877,10,10,10,10,0,0,0,0.0,0.0,0,21,1,1,286.0,4,0,0,0,0,0,0,0,0,1
用户3878,9,9,9,9,2,0,3,0.0,0.0,0,21,1,0,374.0,3,1,1,0,0,0,0,1,0,0
用户3879,8,7,7,8,0,0,1,0.0,0.0,0,21,1,0,145.0,3,1,3,1,0,0,10,1,0,0
用户3880,9,9,9,9,3,0,0,0.0,0.0,1,8,17,0,785.0,4,1,1,0,0,0,0,0,0,1
用户3881,3,3,3,3,0,0,0,0.0,0.0,0,8,17,0,2518.0,4,3,4,3,0,0,0,0,0,1
用户3882,9,8,8,8,0,0,21,0.0,0.0,1,21,14,0,188.0,4,3,4,2,0,0,0,1,0,0
用户3883,1,1,1,1,1,6,0,0.0,0.0,0,21,14,0,579.0,3,7,3,1,0,0,10,0,0,1
用户3884,9,10,9,10,0,0,0,0.0,0.0,1,8,17,0,599.0,4,0,0,0,0,0,0,0,0,1
用户3885,7,6,7,7,0,0,0,0.0,0.0,0,8,17,1,357.0,4,2,2,1,0,0,0,0,0,1
用户3886,7,7,7,7,0,0,0,0.0,0.0,0,21,1,0,421.0,4,5,4,4,0,0,0,1,0,0
用户3887,3,4,4,3,0,0,4,0.0,0.0,1,21,1,1,98.0,3,4,4,4,10,0,10,1,0,0
用户3888,7,6,7,5,0,34,7,0.0,0.0,0,21,1,0,528.0,4,2,2,2,0,0,10,0,0,1
用户3889,8,8,8,8,0,0,2,0.0,0.0,0,11,17,1,67.0,3,2,1,0,0,0,0,0,0,1
用户3890,10,10,10,10,0,0,0,0.0,0.0,1,8,17,1,157.0,3,0,0,0,0,0,0,0,0,1
用户3891,6,6,7,6,0,40,1,0.0,0.0,0,21,1,0,275.0,4,1,3,0,0,0,0,0,0,1
用户3892,10,10,10,9,0,0,0,0.0,0.0,1,21,1,1,229.0,3,0,1,0,0,0,0,1,0,0
