用户id,语音通话整体满意度,网络覆盖与信号强度,语音通话清晰度,语音通话稳定性,是否遇到过网络问题,脱网次数,mos质差次数,未接通掉话次数,4\5G用户,是否关怀用户,套外流量（MB）,是否4G网络客户（本地剔除物联网）,套外流量费（元）,外省语音占比,语音通话-时长（分钟）,省际漫游-时长（分钟）,终端品牌,终端品牌类型,当月ARPU,当月MOU,前3月ARPU,前3月MOU,外省流量占比,GPRS总流量（KB）,GPRS-国内漫游-流量（KB）,是否5G网络客户,客户星级标识,是否投诉,出现问题地点数,出现问题数
2248,2,6,4,6,1,29,6,1,5,-1,0.0,1,0.0,0.0,276.0,0.0,22,0,21.0,276.0,0.0,387.0,0.0,12843172.0,0.0,1,3,0,3,3
2249,8,8,8,8,1,0,2,1,5,-1,0.0,1,0.0,0.0,932.0,0.0,22,0,68.7,932.0,0.0,876.0,0.0,6211627.0,0.0,1,3,0,3,1
2250,7,7,7,7,1,20,0,0,4,-1,0.0,1,0.0,0.0,204.0,0.0,2,12,60.0,204.0,0.0,153.0,0.0,8706129.0,0.0,-1,3,0,1,1
2251,8,8,8,8,2,0,2,1,5,-1,0.0,1,0.0,0.0,64.0,0.0,22,0,21.0,64.0,0.0,181.0,0.0,30764161.0,0.0,1,0,0,0,0
2252,9,9,9,9,1,0,4,0,4,-1,0.0,1,0.0,0.0,217.0,0.0,22,10,88.0,217.0,0.0,238.0,0.0,3105054.0,0.0,-1,3,0,2,2
2253,10,8,8,10,1,0,0,0,5,-1,0.0,1,0.0,0.0,102.0,0.0,11,12,57.12,102.0,0.0,406.0,0.0,65463204.0,0.0,1,3,0,3,2
2254,10,9,9,8,1,0,8,0,4,-1,0.0,1,0.0,0.0,351.0,0.0,22,10,21.0,351.0,0.0,267.0,0.0,20028611.0,0.0,-1,1,0,3,1
2255,10,8,9,10,1,0,0,0,5,-1,0.0,1,0.0,0.0,68.0,0.0,14,12,25.0,68.0,0.0,138.0,0.0,14430876.0,0.0,1,3,1,2,3
2256,6,5,4,7,1,27,6,0,4,-1,0.0,1,0.0,0.0,137.0,0.0,11,12,30.48,137.0,0.0,146.0,0.0,8923218.0,0.0,-1,3,0,1,1
2257,9,9,10,9,1,23,4,1,5,-1,0.0,1,0.0,0.0,107.0,0.0,14,12,79.0,107.0,0.0,169.0,0.0,9975074.0,0.0,1,3,0,3,3
2258,10,10,10,10,2,0,0,0,4,-1,0.0,1,0.0,0.0,636.0,0.0,17,12,70.45,636.0,0.0,540.0,0.0,27836507.0,0.0,-1,2,0,0,0
2259,10,9,9,10,2,0,6,0,4,-1,0.0,1,0.0,0.0,274.0,0.0,22,10,120.7,274.0,0.0,195.0,0.0,6934643.0,0.0,-1,4,0,0,0
2260,6,7,8,7,1,0,0,0,4,-1,0.0,1,0.0,0.0,53.0,0.0,18,12,8.25,53.0,0.0,147.0,0.0,130.0,0.0,-1,3,0,4,3
2261,5,4,7,6,1,0,22,4,5,-1,0.0,1,0.0,0.0,401.0,0.0,22,0,146.0,401.0,9.0,333.0,0.0,5486112.0,0.0,1,4,0,1,3
2262,10,10,10,10,2,0,8,0,4,-1,0.0,1,0.0,0.0,434.0,0.0,22,0,31.0,434.0,0.0,779.0,0.0,4156761.0,0.0,-1,2,0,0,0
2263,8,8,8,7,1,0,0,0,5,-1,0.0,1,0.0,0.0,542.0,0.0,14,12,64.4,542.0,0.0,373.0,0.0,339832.0,0.0,1,4,0,5,2
2264,10,5,5,5,1,0,30,8,5,-1,0.0,1,0.0,0.0,333.0,0.0,11,12,91.0,333.0,0.0,583.0,0.0,4661084.0,0.0,1,3,0,1,3
2265,10,10,10,10,2,0,0,1,5,-1,0.0,1,0.0,0.0,246.0,0.0,17,12,89.0,246.0,0.0,286.0,0.0,19967289.0,0.0,1,3,0,0,0
2266,10,10,10,10,2,0,4,1,4,-1,0.0,1,0.0,0.0,175.0,0.0,11,12,12.66,175.0,0.0,207.0,0.0,437029.0,0.0,-1,3,0,0,0
2267,10,10,10,10,2,0,0,0,5,-1,0.0,1,0.0,0.0,364.0,0.0,11,12,42.1,364.0,0.0,414.0,0.0,17134219.0,0.0,1,3,0,0,0
2268,3,7,6,2,1,0,3,0,4,-1,0.0,1,0.0,0.0,65.0,0.0,22,0,88.0,65.0,0.0,133.0,0.0,3031922.0,0.0,-1,3,0,3,3
2269,10,9,10,10,1,0,16,0,4,-1,0.0,1,0.0,0.0,115.0,0.0,22,10,98.0,115.0,0.0,198.0,0.0,10761140.0,0.0,-1,3,0,1,1
2270,10,10,10,10,2,0,6,0,4,-1,0.0,1,0.0,0.0,345.0,0.0,22,0,38.0,345.0,0.0,196.0,0.0,1107651.0,0.0,-1,2,0,0,0
2271,10,10,10,10,2,20,9,1,4,-1,0.0,1,0.0,0.0,295.0,0.0,14,12,40.84,295.0,0.0,242.0,0.0,22799811.0,0.0,-1,2,0,0,0
2272,10,10,10,10,2,0,4,0,4,-1,0.0,1,0.0,0.0,306.0,0.0,11,12,37.39,306.0,0.0,170.0,0.0,7423481.0,0.0,-1,3,0,0,0
2273,10,10,10,10,2,20,1,1,4,-1,0.0,1,0.0,0.0,3734.0,0.0,0,12,19.0,3734.0,0.0,3111.0,0.0,32644485.0,0.0,-1,1,0,0,0
2274,10,9,10,10,2,0,0,0,5,-1,0.0,1,0.0,0.0,102.0,0.0,11,12,18.1,102.0,0.0,140.0,0.0,5871972.0,0.0,1,3,0,0,0
2275,10,10,10,10,2,0,0,0,4,-1,0.0,1,0.0,0.0,128.0,0.0,11,12,69.0,128.0,0.0,193.0,0.0,19817455.0,0.0,-1,3,0,0,0
2276,10,9,9,9,1,0,2,0,4,-1,0.0,1,0.0,0.0,838.0,0.0,11,12,60.47,838.0,0.0,536.0,0.0,5984746.0,0.0,-1,3,0,2,3
2277,1,1,1,1,2,0,14,0,4,-1,0.0,1,0.0,0.0,544.0,0.0,11,12,81.5,544.0,0.0,370.0,0.0,24651724.0,0.0,-1,2,0,0,0
2278,10,10,10,10,2,0,0,0,5,-1,0.0,1,0.0,0.0,463.0,0.0,14,12,67.0,463.0,0.0,385.0,0.0,29162433.0,0.0,1,3,0,0,0
2279,10,10,10,10,2,22,6,0,5,-1,0.0,1,0.0,0.0,971.0,0.0,22,0,67.0,971.0,0.0,958.0,0.0,24860499.0,0.0,1,3,0,0,0
2280,8,7,8,8,1,22,12,0,4,-1,0.0,1,0.0,0.0,97.0,0.0,11,12,22.08,97.0,0.0,292.0,0.0,5393517.0,0.0,-1,2,0,3,4
2281,1,1,1,5,1,6,6,4,5,-1,0.0,1,0.0,0.0,524.0,0.0,22,0,75.0,524.0,0.0,399.0,0.0,12392800.0,0.0,1,3,0,1,1
2282,9,8,8,8,1,0,0,0,5,-1,0.0,1,0.0,0.0,306.0,0.0,17,12,133.0,306.0,0.0,206.0,0.0,11284143.0,0.0,1,4,0,2,5
2283,10,10,10,10,1,20,0,2,5,-1,0.0,1,0.0,0.0,868.0,0.0,11,12,160.0,868.0,5.0,789.0,0.0,6307744.0,0.0,1,4,0,7,3
2284,10,9,9,9,2,0,0,0,4,-1,0.0,1,0.0,0.0,155.0,0.0,11,12,121.2,155.0,0.0,568.0,0.0,71589726.0,0.0,-1,4,0,0,0
2285,10,10,10,10,1,0,14,2,5,-1,0.0,1,0.0,0.0,395.0,0.0,22,0,130.4,395.0,0.0,582.0,0.0,40223569.0,0.0,1,4,0,1,1
2286,10,10,10,10,2,0,0,0,5,-1,0.0,1,0.0,0.0,353.0,0.0,14,12,144.0,353.0,0.0,333.0,0.0,8485022.0,0.0,1,4,0,0,0
2287,6,3,7,3,1,0,0,0,4,-1,0.0,1,0.0,0.0,114.0,0.0,22,10,52.0,114.0,0.0,311.0,0.0,6240313.0,0.0,-1,3,0,1,2
2288,10,10,10,10,1,22,12,1,4,-1,0.0,1,0.0,0.0,2583.0,0.0,22,10,192.01,2583.0,0.0,1462.0,0.0,41658533.0,0.0,-1,3,0,1,1
2289,10,10,10,10,2,0,0,0,4,-1,0.0,1,0.0,0.0,409.0,0.0,11,12,11.0,409.0,0.0,353.0,0.0,2771044.0,0.0,-1,1,0,0,0
2290,10,8,10,8,1,0,0,0,4,-1,0.0,1,0.0,0.0,146.0,0.0,11,12,15.0,146.0,0.0,175.0,0.0,1554745.0,0.0,-1,3,0,1,2
2291,7,6,7,5,1,20,3,0,4,-1,0.0,1,0.0,0.0,236.0,0.0,11,12,33.0,236.0,0.0,354.0,0.0,7883901.0,0.0,-1,3,0,5,3
2292,6,10,10,10,1,20,15,1,4,-1,0.0,1,0.0,0.0,621.0,0.0,22,10,139.0,621.0,0.0,384.0,0.0,16880256.0,0.0,-1,4,0,1,6
2293,10,10,10,10,2,20,0,0,5,1,0.0,1,0.0,0.0,153.0,0.0,14,4,39.0,153.0,0.0,123.0,0.0,28522504.0,0.0,1,1,0,0,0
2294,10,10,10,10,1,20,1,9,5,-1,0.0,1,0.0,0.0,461.0,0.0,11,12,24.0,461.0,0.0,453.0,0.0,32543850.0,0.0,1,3,0,2,2
2295,10,10,9,9,1,0,2,0,4,-1,0.0,1,0.0,0.0,231.0,0.0,18,12,49.0,231.0,0.0,159.0,0.0,40803454.0,0.0,-1,2,0,1,1
2296,10,10,10,10,2,22,0,0,5,-1,0.0,1,0.0,0.0,202.0,0.0,14,12,110.0,202.0,0.0,216.0,0.0,14006951.0,0.0,1,3,0,0,0
2297,9,9,9,10,2,0,0,0,4,-1,0.0,1,0.0,0.0,168.0,0.0,11,12,39.26,168.0,0.0,346.0,0.0,5316506.0,0.0,-1,2,0,0,0
2298,10,10,10,10,1,22,8,0,4,-1,0.0,1,0.0,0.0,973.0,0.0,11,12,80.0,973.0,0.0,1002.0,0.0,16100615.0,0.0,-1,3,0,2,1
2299,9,9,9,9,2,0,6,0,4,-1,0.0,1,0.0,0.0,157.0,0.0,22,10,35.0,157.0,0.0,532.0,0.0,3882752.0,0.0,-1,3,0,0,0
2300,8,7,7,8,1,0,4,0,5,-1,0.0,1,0.0,0.0,245.0,0.0,14,12,5.0,245.0,0.0,192.0,0.0,144939.0,0.0,1,2,0,2,3
2301,9,9,9,9,2,0,12,0,4,-1,0.0,1,0.0,0.0,153.0,0.0,22,0,49.0,153.0,0.0,168.0,0.0,8418213.0,0.0,-1,3,0,0,0
2302,6,7,6,6,1,20,1,0,5,-1,0.0,1,0.0,0.0,160.0,0.0,14,12,21.0,160.0,0.0,103.0,0.0,23006421.0,0.0,1,2,0,3,2
2303,10,10,10,10,2,0,0,0,4,-1,0.0,1,0.0,0.0,161.0,0.0,11,12,21.0,161.0,0.0,175.0,0.0,12091009.0,0.0,-1,3,0,0,0
2304,10,10,10,10,2,0,8,0,4,-1,0.0,1,0.0,0.0,346.0,0.0,14,12,10.28,346.0,0.0,274.0,0.0,4985733.0,0.0,-1,3,0,0,0
2305,10,10,10,10,2,0,2,1,4,-1,0.0,1,0.0,0.0,77.0,0.0,22,0,58.45,77.0,0.0,164.0,0.0,47537388.0,0.0,-1,4,0,0,0
2306,10,10,10,10,1,0,2,0,4,-1,0.0,1,0.0,0.0,375.0,0.0,18,12,5.0,375.0,0.0,214.0,0.0,117907.0,0.0,-1,2,0,1,1
2307,10,10,10,10,2,0,0,1,5,-1,0.0,1,0.0,0.0,167.0,0.0,11,12,130.1,167.0,0.0,201.0,0.0,68711020.0,0.0,1,4,0,0,0
2308,9,9,8,8,1,20,7,5,4,1,0.0,1,0.0,0.0,265.0,0.0,11,12,122.3,265.0,47.08,329.0,0.0,8240424.0,0.0,-1,3,0,1,3
2309,10,10,10,10,1,0,0,0,4,-1,0.0,1,0.0,0.0,10.0,0.0,17,12,38.0,10.0,0.0,176.0,0.0,157948.0,0.0,-1,3,0,2,1
2310,8,8,7,7,1,0,78,2,4,-1,0.0,1,0.0,0.0,997.0,0.0,22,0,121.1,997.0,0.0,737.0,0.0,408312.0,0.0,-1,5,0,5,3
2311,8,8,9,9,1,20,1,0,4,1,0.0,1,0.0,0.0,236.0,0.0,18,12,58.0,236.0,0.0,105.0,0.0,7171876.0,0.0,-1,3,0,1,1
2312,8,6,6,6,2,0,4,0,4,-1,0.0,1,0.0,0.0,232.0,0.0,11,12,48.2,232.0,0.0,288.0,0.0,2614792.0,0.0,-1,3,0,0,0
2313,4,4,3,3,1,21,8,8,5,-1,0.0,1,0.0,0.0,129.0,0.0,18,12,68.0,129.0,0.0,417.0,0.0,9362115.0,0.0,1,3,0,1,2
2314,10,10,10,10,2,0,0,1,5,-1,0.0,1,0.0,0.0,433.0,0.0,11,12,60.0,433.0,0.0,397.0,0.0,14954549.0,0.0,1,3,0,0,0
2315,10,10,10,10,1,0,24,2,4,-1,0.0,1,0.0,0.0,1033.0,0.0,11,12,88.0,1033.0,0.0,860.0,0.0,19816624.0,0.0,-1,3,0,1,1
2316,10,10,10,10,2,0,0,0,5,-1,0.0,1,0.0,0.0,119.0,0.0,14,12,31.86,119.0,0.0,191.0,0.0,10435840.0,0.0,1,2,0,0,0
2317,10,10,10,10,2,0,0,0,4,-1,0.0,1,0.0,0.0,583.0,0.0,11,12,68.0,583.0,0.0,537.0,0.0,22794967.0,0.0,-1,3,0,0,0
2318,10,9,9,9,2,19,0,0,4,-1,0.0,1,0.0,0.0,172.0,0.0,11,12,64.0,172.0,0.0,187.0,0.0,12450590.0,0.0,-1,3,0,0,0
2319,8,7,8,8,1,0,2,0,5,-1,0.0,1,0.0,0.0,197.0,0.0,22,0,194.0,197.0,0.0,318.0,0.0,34188780.0,0.0,1,4,0,1,3
2320,10,10,10,9,1,0,4,1,4,-1,0.0,1,0.0,0.0,250.0,0.0,22,0,58.0,250.0,0.0,948.0,0.0,9721693.0,0.0,-1,3,0,1,2
2321,10,10,10,10,1,0,0,0,4,-1,0.0,1,0.0,0.0,157.0,0.0,11,12,131.0,157.0,0.0,223.0,0.0,4865925.0,0.0,-1,4,0,1,1
2322,7,7,7,7,1,0,1,2,4,-1,0.0,1,0.0,0.0,417.0,0.0,22,0,105.0,417.0,0.0,344.0,0.0,30392544.0,0.0,1,4,0,4,3
2323,10,10,10,10,2,0,8,0,5,-1,0.0,1,0.0,0.0,153.0,0.0,11,12,64.0,153.0,0.0,451.0,0.0,10367518.0,0.0,1,3,0,0,0
2324,7,6,6,6,1,0,10,0,5,-1,0.0,1,0.0,0.0,600.0,0.0,22,0,184.12,600.0,100.0,505.0,0.0,9552783.0,0.0,1,3,0,4,4
2325,10,10,10,10,2,0,0,0,4,-1,0.0,1,0.0,0.0,105.0,0.0,11,12,79.1,105.0,0.0,124.0,0.0,23052362.0,0.0,-1,3,0,0,0
2326,10,10,10,10,2,0,4,1,4,-1,0.0,1,0.0,0.0,360.0,0.0,11,12,52.0,360.0,0.0,1045.0,0.0,16460901.0,0.0,-1,3,0,0,0
2328,10,10,10,10,1,0,14,1,4,-1,0.0,1,0.0,0.0,1097.0,0.0,14,12,119.9,1097.0,0.0,389.0,0.0,3873805.0,0.0,-1,3,0,2,4
2329,9,9,9,8,1,0,0,0,4,-1,0.0,1,0.0,0.0,109.0,0.0,11,12,38.0,109.0,0.0,149.0,0.0,991033.0,0.0,-1,3,0,1,5
2330,10,10,10,10,2,19,13,0,4,-1,0.0,1,0.0,0.0,1239.0,0.0,11,12,62.99,1239.0,0.0,1328.0,0.0,25439666.0,0.0,-1,3,0,0,0
2331,10,10,10,10,2,0,8,0,5,-1,0.0,1,0.0,0.0,155.0,0.0,22,0,98.0,155.0,0.0,191.0,0.0,6912730.0,0.0,1,3,0,0,0
2332,10,10,10,10,2,0,0,0,4,-1,0.0,1,0.0,0.0,148.0,0.0,14,12,58.0,148.0,0.0,184.0,0.0,708391.0,0.0,-1,3,0,0,0
2333,10,10,10,10,2,0,2,0,4,-1,0.0,1,0.0,0.0,105.0,0.0,14,12,30.0,105.0,0.0,329.0,0.0,6849480.0,0.0,-1,1,0,0,0
2334,9,9,9,8,1,0,18,0,5,-1,0.0,1,0.0,0.0,468.0,0.0,18,12,105.0,468.0,0.0,436.0,0.0,23422991.0,0.0,1,3,0,3,3
2335,6,4,6,5,1,0,0,0,5,-1,0.0,1,0.0,0.0,296.0,0.0,18,12,93.0,296.0,0.0,78.0,0.0,821910.0,0.0,1,3,0,1,1
2336,10,10,9,8,1,0,0,0,5,-1,0.0,1,0.0,0.0,442.0,0.0,22,0,70.0,442.0,0.0,318.0,0.0,17194619.0,0.0,1,3,0,1,3
2337,10,10,10,10,2,0,6,0,4,-1,0.0,1,0.0,0.0,189.0,0.0,17,12,60.0,189.0,0.0,144.0,0.0,9800828.0,0.0,-1,1,0,0,0
2338,10,10,10,9,2,0,0,0,4,-1,0.0,1,0.0,0.0,135.0,0.0,11,12,8.0,135.0,0.0,152.0,0.0,49286.0,0.0,-1,3,0,0,0
2339,10,10,10,10,2,0,0,0,4,-1,0.0,1,0.0,0.0,297.0,0.0,11,12,71.0,297.0,0.0,495.0,0.0,6761505.0,0.0,-1,3,0,0,0
2340,10,10,10,10,2,19,6,0,4,-1,0.0,1,0.0,0.0,166.0,0.0,22,0,20.0,166.0,0.0,213.0,0.0,19644633.0,0.0,-1,3,0,0,0
2341,9,7,10,8,1,19,27,0,4,-1,0.0,1,0.0,0.0,17.0,0.0,11,12,130.0,17.0,0.0,1606.0,0.0,955346.0,0.0,-1,3,0,1,2
2342,8,6,8,8,1,19,8,0,5,-1,0.0,1,0.0,0.0,1133.0,0.0,22,0,130.0,1133.0,0.0,947.0,0.0,14847482.0,0.0,1,4,0,1,2
2343,8,6,7,6,1,0,2,0,4,-1,0.0,1,0.0,0.0,106.0,0.0,22,10,45.0,106.0,0.0,205.0,0.0,7960528.0,0.0,-1,3,0,2,3
2344,9,10,9,9,2,0,4,0,4,-1,0.0,1,10.0,0.0,639.0,0.0,11,12,48.0,639.0,0.0,491.0,0.0,383248.0,0.0,-1,3,0,0,0
2345,10,10,10,10,2,0,0,0,5,-1,0.0,1,0.0,0.0,148.0,0.0,11,12,48.56,148.0,0.0,203.0,0.0,21564738.0,0.0,1,3,0,0,0
2346,9,9,9,9,2,0,4,0,4,-1,0.0,1,0.0,0.0,325.0,0.0,22,10,73.48,325.0,0.0,386.0,0.0,22596192.0,0.0,-1,4,0,0,0
2347,10,6,9,8,1,0,0,0,4,-1,0.0,1,0.0,0.0,99.0,0.0,11,12,65.41,99.0,0.0,197.0,0.0,38025805.0,0.0,-1,2,0,1,1
2348,10,10,10,10,2,21,4,0,4,-1,0.0,1,0.0,0.0,159.0,0.0,14,12,49.0,159.0,0.0,248.0,0.0,16465353.0,0.0,-1,2,0,0,0
2349,10,1,10,10,2,0,3,2,4,-1,0.0,1,0.0,0.0,355.0,0.0,11,12,140.0,355.0,0.0,572.0,0.0,38365210.0,0.0,-1,4,0,0,0
2350,10,10,10,10,2,21,4,0,4,-1,0.0,1,0.0,0.0,752.0,0.0,22,10,78.0,752.0,0.0,627.0,0.0,6902041.0,0.0,-1,3,0,0,0
2351,10,10,10,10,2,0,0,0,4,-1,0.0,1,0.0,0.0,189.0,0.0,11,12,59.0,189.0,0.0,231.0,0.0,65907.0,0.0,-1,3,0,0,0
2352,10,10,10,10,2,0,0,0,4,-1,0.0,1,0.0,0.0,77.0,0.0,22,0,11.0,77.0,0.0,184.0,0.0,1151719.0,0.0,-1,2,0,0,0
2353,10,10,10,10,1,21,12,1,5,-1,0.0,1,0.0,0.0,244.0,0.0,17,12,305.0,244.0,19.0,252.0,0.0,53774626.0,0.0,1,3,0,5,6
2354,9,8,8,7,1,0,2,0,5,-1,0.0,1,0.0,0.0,1472.0,0.0,22,0,115.46,1472.0,0.0,1020.0,0.0,13760272.0,0.0,1,3,0,5,5
2355,10,10,10,10,2,0,2,0,5,-1,0.0,1,0.0,0.0,569.0,0.0,22,0,58.0,569.0,0.0,307.0,0.0,18440993.0,0.0,1,3,0,0,0
2356,10,10,10,5,2,0,30,0,4,-1,0.0,1,0.0,0.0,189.0,0.0,11,12,0.0,189.0,0.0,209.0,0.0,5765577.0,0.0,-1,3,0,0,0
2357,9,9,9,9,1,0,4,1,4,-1,0.0,1,0.0,0.0,363.0,0.0,22,10,60.0,363.0,0.0,265.0,0.0,19272694.0,0.0,-1,3,0,1,1
2358,10,10,10,10,2,0,0,0,4,-1,0.0,1,0.0,0.0,65.0,0.0,18,12,29.0,65.0,0.0,130.0,0.0,3116798.0,0.0,-1,3,0,0,0
2359,5,3,5,3,1,0,6,0,4,-1,0.0,1,0.0,0.0,131.0,0.0,22,0,80.0,131.0,0.0,202.0,0.0,37846797.0,0.0,-1,4,0,2,5
2360,10,10,10,10,2,19,6,0,4,-1,0.0,1,0.0,0.0,270.0,0.0,22,0,91.0,270.0,0.0,396.0,0.0,16699093.0,0.0,-1,3,0,0,0
2361,6,6,6,6,1,0,6,0,4,-1,0.0,1,0.0,0.0,291.0,0.0,22,0,159.29,291.0,0.0,359.0,0.0,4187048.0,0.0,-1,4,0,2,3
2362,9,9,9,10,1,0,0,0,4,-1,0.0,1,0.0,0.0,585.0,0.0,11,12,71.2,585.0,0.0,544.0,0.0,6965974.0,0.0,-1,3,0,1,1
2363,10,9,9,10,1,0,10,0,5,-1,0.0,1,0.0,0.0,528.0,0.0,17,12,59.0,528.0,0.0,642.0,0.0,2859856.0,0.0,1,3,0,2,3
2364,10,10,10,10,2,19,10,0,4,-1,0.0,1,0.0,0.0,228.0,0.0,22,0,54.33,228.0,0.0,281.0,0.0,13502161.0,0.0,-1,3,0,0,0
2365,10,10,10,10,1,12,1,1,4,-1,0.0,1,0.0,0.0,271.0,0.0,22,0,60.0,271.0,0.0,238.0,0.0,12800440.0,0.0,-1,3,0,2,3
2366,8,7,8,8,1,0,0,0,4,-1,0.0,1,0.0,0.0,270.0,0.0,11,12,69.38,270.0,0.0,328.0,0.0,903096.0,0.0,-1,3,0,2,2
2367,10,10,10,10,1,0,0,0,5,-1,0.0,1,0.0,0.0,181.0,0.0,11,12,90.0,181.0,0.0,131.0,0.0,11116857.0,0.0,1,4,0,1,1
2368,9,9,9,9,2,21,12,0,5,-1,0.0,1,0.0,0.0,139.0,0.0,22,0,45.0,139.0,0.0,139.0,0.0,1776517.0,0.0,1,3,0,0,0
2369,10,10,10,10,2,0,0,0,4,-1,0.0,1,0.0,0.0,14.0,0.0,14,12,10.0,14.0,0.0,147.0,0.0,11913.0,0.0,-1,3,0,0,0
2370,10,10,10,10,2,19,3,1,5,-1,0.0,1,0.0,0.0,351.0,0.0,22,0,34.0,351.0,0.0,369.0,0.0,33059057.0,0.0,1,3,0,0,0
2371,10,8,8,8,2,0,0,0,5,-1,0.0,1,0.0,0.0,181.0,0.0,18,12,43.13,181.0,0.0,223.0,0.0,3190568.0,0.0,1,3,0,0,0
2372,10,10,10,10,2,0,2,0,5,-1,0.0,1,0.0,0.0,1361.0,0.0,11,12,116.0,1361.0,0.0,1724.0,0.0,11600148.0,0.0,1,4,0,0,0
2373,8,8,8,8,1,0,0,0,4,-1,0.0,1,0.0,0.0,172.0,0.0,22,0,84.0,172.0,0.0,250.0,0.0,8652509.0,0.0,-1,3,0,3,3
2374,7,7,7,6,1,0,0,1,4,-1,0.0,1,0.0,0.0,1394.0,0.0,22,0,287.35,1394.0,0.0,449.0,0.0,53004610.0,0.0,1,6,0,2,3
2375,10,9,10,9,1,19,1,4,5,-1,0.0,1,0.0,0.0,411.0,0.0,14,12,88.0,411.0,9.0,730.0,0.0,12256006.0,0.0,1,3,0,2,1
2376,6,4,10,3,1,0,25,8,5,-1,0.0,1,0.0,0.0,987.0,0.0,22,0,158.0,987.0,0.0,914.0,0.0,19050680.0,0.0,1,4,0,1,4
2377,6,5,5,5,1,0,6,2,4,-1,0.0,1,0.0,0.0,764.0,0.0,10,12,44.32,764.0,0.0,594.0,0.0,262985.0,0.0,-1,2,0,1,4
2378,10,9,9,10,1,0,2,0,4,-1,0.0,1,0.0,0.0,362.0,0.0,18,12,50.68,362.0,0.0,339.0,0.0,182885.0,0.0,-1,3,0,4,4
2379,10,10,10,10,2,0,0,0,4,-1,0.0,1,0.0,0.0,248.0,0.0,11,12,38.0,248.0,0.0,147.0,0.0,23591402.0,0.0,-1,3,0,0,0
2380,10,10,5,10,1,0,6,0,4,-1,0.0,1,0.0,0.0,513.0,0.0,22,0,38.76,513.0,0.0,358.0,0.0,13660658.0,0.0,-1,3,0,1,1
2381,10,10,10,10,2,0,2,0,5,-1,0.0,1,0.0,0.0,478.0,0.0,18,12,168.58,478.0,0.0,197.0,0.0,65260276.0,0.0,1,5,0,0,0
2382,10,10,10,10,2,0,18,0,4,-1,0.0,1,0.0,0.0,213.0,0.0,11,12,54.8,213.0,0.0,251.0,0.0,1428154.0,0.0,-1,3,0,0,0
2383,9,9,8,8,1,0,2,0,4,-1,0.0,1,0.0,0.0,209.0,0.0,11,12,0.0,209.0,0.0,146.0,0.0,7615310.0,0.0,-1,3,0,2,2
2384,10,10,10,10,2,0,8,0,4,-1,0.0,1,0.0,0.0,21.0,0.0,14,12,41.0,21.0,0.0,141.0,0.0,997232.0,0.0,-1,0,0,0,0
2385,9,9,10,8,1,0,10,1,5,-1,0.0,1,0.0,0.0,1709.0,0.0,22,0,166.52,1709.0,0.0,3664.0,0.0,27076707.0,0.0,1,4,0,3,2
2386,10,10,10,10,1,0,12,0,4,-1,0.0,1,0.0,0.0,1249.0,0.0,11,12,163.75,1249.0,0.0,1058.0,0.0,61849865.0,0.0,-1,4,0,1,1
2387,10,10,10,10,1,0,12,0,5,-1,0.0,1,0.0,0.0,517.0,0.0,22,0,50.0,517.0,0.0,496.0,0.0,11097452.0,0.0,1,3,0,3,4
2388,10,10,10,10,2,19,1,0,4,-1,0.0,1,0.0,0.0,186.0,0.0,22,0,75.0,186.0,0.0,289.0,0.0,3051313.0,0.0,-1,3,0,0,0
2389,10,8,10,8,1,0,2,0,4,-1,0.0,1,0.0,0.0,369.0,0.0,22,0,128.0,369.0,0.0,507.0,0.0,5878611.0,0.0,-1,4,0,1,2
2390,10,10,10,10,2,0,4,0,4,-1,0.0,1,0.0,0.0,102.0,0.0,22,10,29.0,102.0,0.0,276.0,0.0,4189065.0,0.0,-1,3,0,0,0
2391,9,8,8,10,2,0,4,0,5,-1,0.0,1,0.0,0.0,428.0,0.0,22,0,80.0,428.0,0.0,647.0,0.0,32723180.0,0.0,1,3,0,0,0
2392,10,7,8,8,1,0,8,0,4,-1,0.0,1,0.0,0.0,628.0,0.0,22,0,129.0,628.0,0.0,648.0,0.0,19610186.0,0.0,-1,4,0,2,1
2393,9,9,9,9,2,19,8,2,4,-1,0.0,1,0.0,0.0,607.0,0.0,22,10,125.0,607.0,0.0,611.0,0.0,20525056.0,0.0,-1,4,0,0,0
2394,10,10,10,10,2,0,0,0,4,-1,0.0,1,0.0,0.0,137.0,0.0,22,0,0.0,137.0,0.0,150.0,0.0,1369127.0,0.0,-1,2,0,0,0
2395,10,10,10,10,2,19,9,3,4,-1,0.0,1,0.0,0.0,193.0,0.0,22,0,20.0,193.0,0.0,469.0,0.0,3981770.0,0.0,-1,3,0,0,0
2396,10,10,10,10,2,0,0,0,4,-1,0.0,1,0.0,0.0,314.0,0.0,11,12,34.0,314.0,0.0,287.0,0.0,1127368.0,0.0,-1,3,0,0,0
2397,10,10,10,1,1,0,8,0,4,-1,0.0,1,0.0,0.0,665.0,0.0,22,10,128.0,665.0,0.0,2941.0,0.0,5574363.0,0.0,-1,4,0,1,4
2398,10,9,9,9,1,0,18,0,4,-1,0.0,1,0.0,0.0,274.0,0.0,22,0,120.0,274.0,0.0,357.0,0.0,42401783.0,0.0,-1,4,0,2,1
2399,9,9,9,9,2,0,4,1,4,-1,110.39,1,30.0,0.0,263.0,0.0,11,12,39.0,263.0,0.0,306.0,0.0,6538557.0,0.0,-1,3,0,0,0
